entidad,relacion,objetos,pregunta,respuestas,obtenido_de,respuestas_aliases
Ernesto Cardenal,Premio recibido,"['Premio de la Paz del Comercio Librero Alemán', 'Condecoración Austriaca de las Ciencias y las Artes', 'Orden Nacional José Martí', 'Premio Theodor Wanner', 'Orden de la Independencia Cultural Rubén Darío', 'Premio Reina Sofía de Poesía Iberoamericana', 'Premio Iberoamericano de Poesía Pablo Neruda', 'Orden Augusto César Sandino', 'doctor honoris causa por la Universidad de Granada', 'doctor honoris causa por la Universidad de Huelva', 'doctor honoris causa por la Universidad de Valencia', 'Doctor honoris causa por la Universidad Veracruzana', 'honorary doctor of the University of Wuppertal', 'Premio Internacional Mario Benedetti']",Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto Cardenal?,"['Premio de la Paz del Comercio Librero Alemán', 'Condecoración Austriaca de las Ciencias y las Artes', 'Orden Nacional José Martí', 'Premio Theodor Wanner', 'Orden de la Independencia Cultural Rubén Darío', 'Premio Reina Sofía de Poesía Iberoamericana', 'Premio Iberoamericano de Poesía Pablo Neruda', 'Orden Augusto César Sandino', 'doctor honoris causa por la Universidad de Granada', 'doctor honoris causa por la Universidad de Huelva', 'doctor honoris causa por la Universidad de Valencia', 'Doctor honoris causa por la Universidad Veracruzana', 'honorary doctor of the University of Wuppertal', 'Premio Internacional Mario Benedetti']","['nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua', 'nicaragua']","[['Premio de la Paz del Comercio Librero Aleman'], [], ['Orden Nacional José Martí', 'Orden de Jose Marti', 'Orden de José Martí', 'Orden Jose Marti', 'Orden Nacional Jose Marti'], [], ['Orden de la Independencia Cultural Ruben Dario'], ['Premio Reina Sofia', 'Premio Reina Sofía', 'Premio Reina Sofia de Poesia Iberoamericana'], ['Premio Iberoamericano de Poesia Pablo Neruda'], ['Orden Augusto César Sandino'], [], [], [], [], [], ['Premio Internacional Mario Benedetti', 'Premio Internacional Mario Benedetti a la Lucha por los Derechos Humanos y la Solidaridad']]"
Ernesto Garzón Valdés,Premio recibido,"['Medalla Goethe', ""Orden de Bernardo O'Higgins"", 'Cruz de Comendador de la Orden del Mérito de la República Federal Alemana', 'doctor honoris causa por la Universidad de Alicante', 'doctor honoris causa por la Universidad Pompeu Fabra', 'doctor honoris causa por la Universidad de Valencia', 'doctor honoris causa of the University of Helsinki', 'Doctor honoris causa de la Universidad de Buenos Aires', 'Doctor honorario por la Universidad Nacional de Córdoba (Argentina)']",Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto Garzón Valdés?,"['Medalla Goethe', ""Orden de Bernardo O'Higgins"", 'Cruz de Comendador de la Orden del Mérito de la República Federal Alemana', 'doctor honoris causa por la Universidad de Alicante', 'doctor honoris causa por la Universidad Pompeu Fabra', 'doctor honoris causa por la Universidad de Valencia', 'doctor honoris causa of the University of Helsinki', 'Doctor honoris causa de la Universidad de Buenos Aires', 'Doctor honorario por la Universidad Nacional de Córdoba (Argentina)']","['argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina']","[[], [""Orden de Bernardo O'Higgins""], ['Cruz de Comendador de la Orden del Mérito de la República Federal Alemana', 'Gran Cruz de la Orden del Mérito de la República Federal de Alemania'], [], [], [], [], [], ['Doctor honorario por la UNC']]"
Ernesto McCausland,Premio recibido,['Premio Nacional de Periodismo Simón Bolívar'],Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto McCausland?,['Premio Nacional de Periodismo Simón Bolívar'],['colombia'],[['Premio Nacional de Periodismo Simon Bolivar']]
Ernesto Mejía Sánchez,Premio recibido,"['Premio Xavier Villaurrutia', 'Premio Internacional Alfonso Reyes']",Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto Mejía Sánchez?,"['Premio Xavier Villaurrutia', 'Premio Internacional Alfonso Reyes']","['nicaragua', 'nicaragua']","[['Premio Xavier Villaurrutia', 'Premio Xavier Villaurrutia de Escritores'], []]"
Ernesto Pérez Balladares,Premio recibido,['Collar de la Orden de Isabel la Católica'],Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto Pérez Balladares?,['Collar de la Orden de Isabel la Católica'],['panama'],"[['Collar de la Orden de Isabel la Católica', 'collar de la Orden de Isabel la Católica']]"
Ernesto Zedillo,Premio recibido,"['doctor honoris causa por la Universidad de Harvard', 'Medalla de la República Oriental del Uruguay', 'honorary doctor of the University of Miami', 'Gran Cruz de la Orden del Mérito de Hungría', 'Medalla Cruz Wilbur', 'Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Collar de la Orden de Isabel la Católica', 'Premio Libertad', 'Collar de la Orden de la Estrella de Rumania', 'gran collar de la orden del Infante Don Enrique', 'Collar de la Orden de la Cruz de Terra Mariana', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia', 'Gran Cruz con Diamantes de la Orden del Sol del Perú', 'Orden del Príncipe Yaroslav el Sabio, 1° grado']",Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto Zedillo?,"['doctor honoris causa por la Universidad de Harvard', 'Medalla de la República Oriental del Uruguay', 'honorary doctor of the University of Miami', 'Gran Cruz de la Orden del Mérito de Hungría', 'Medalla Cruz Wilbur', 'Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Collar de la Orden de Isabel la Católica', 'Premio Libertad', 'Collar de la Orden de la Estrella de Rumania', 'gran collar de la orden del Infante Don Enrique', 'Collar de la Orden de la Cruz de Terra Mariana', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia', 'Gran Cruz con Diamantes de la Orden del Sol del Perú', 'Orden del Príncipe Yaroslav el Sabio, 1° grado']","['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']","[[], ['Medalla de la República Oriental del Uruguay'], [], ['Gran Cruz de la Orden del Mérito de Hungría'], [], ['Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Dama de Gran Cruz con collar de la Orden al Mérito de la República Italiana'], ['Collar de la Orden de Isabel la Católica', 'collar de la Orden de Isabel la Católica'], [], [], [], [], [], ['Gran Cruz con Diamantes de la Orden El Sol del Peru'], []]"
Ernesto de la Guardia,Premio recibido,['Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana'],Contesta la siguiente pregunta: ¿Qué premio recibió Ernesto de la Guardia?,['Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana'],['panama'],"[['Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Dama de Gran Cruz con collar de la Orden al Mérito de la República Italiana']]"
Ernst Mayr,Premio recibido,"['Brewster Medal', 'Premio Balzan', 'Medalla Nacional de Ciencia', 'Anexo:Medalla Darwin', 'Medalla Darwin-Wallace', 'Premio internacional de biología', 'Medalla George Sarton', 'Medalla linneana', 'Treviranus Medal', 'Premio a la investigación Loye and Alden Miller', 'medalla Daniel Giraud Elliot', 'Elliott Coues Award', 'Eisenmann Medal', 'Miembro extranjero de la Royal Society', 'Godman-Salvin Medal', 'Gregor Mendel Medal', 'Leidy Award', 'doctor honoris causa por la Universidad Pierre y Marie Curie', 'doctor honoris causa por la Universidad de Viena', 'Crafoord Prize in Biosciences', 'Honorary Fellow of the Royal Society Te Apārangi', 'doctorado honoris causa por la Museo Nacional de Historia Natural de Francia', 'Honorary Fellow of the Zoological Society of London']",Contesta la siguiente pregunta: ¿Qué premio recibió Ernst Mayr?,"['Brewster Medal', 'Premio Balzan', 'Medalla Nacional de Ciencia', 'Anexo:Medalla Darwin', 'Medalla Darwin-Wallace', 'Premio internacional de biología', 'Medalla George Sarton', 'Medalla linneana', 'Treviranus Medal', 'Premio a la investigación Loye and Alden Miller', 'medalla Daniel Giraud Elliot', 'Elliott Coues Award', 'Eisenmann Medal', 'Miembro extranjero de la Royal Society', 'Godman-Salvin Medal', 'Gregor Mendel Medal', 'Leidy Award', 'doctor honoris causa por la Universidad Pierre y Marie Curie', 'doctor honoris causa por la Universidad de Viena', 'Crafoord Prize in Biosciences', 'Honorary Fellow of the Royal Society Te Apārangi', 'doctorado honoris causa por la Museo Nacional de Historia Natural de Francia', 'Honorary Fellow of the Zoological Society of London']","['usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa']","[[], [], [], [], ['Medalla Darwin Wallace'], ['Premio internacional de biología'], [], ['Linnean Medal'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
Escuela Internacional de Cine y Televisión,premio recibido,['Orden del Mérito Cultural'],Contesta la siguiente pregunta: ¿Qué premio recibió Escuela Internacional de Cine y Televisión?,['Orden del Mérito Cultural'],['el_salvador'],[[]]
Escuela Nacional Central de Agricultura,premio recibido,['Orden del Quetzal'],Contesta la siguiente pregunta: ¿Qué premio recibió Escuela Nacional Central de Agricultura?,['Orden del Quetzal'],['guatemala'],[[]]
Esteban Gil Borges,Premio recibido,"['Orden de Isabel la Católica', 'Gran Cruz de la Orden de Isabel la Católica']",Contesta la siguiente pregunta: ¿Qué premio recibió Esteban Gil Borges?,"['Orden de Isabel la Católica', 'Gran Cruz de la Orden de Isabel la Católica']","['venezuela', 'venezuela']","[['Orden de Isabel La Catolica', 'Orden Real y Americana de Isabel la Catolica', 'Real Orden Americana de Isabel la Catolica', 'Real Orden de Isabel la Catolica', 'Real y Americana Orden de Isabel la Católica'], ['Gran Cruz de la Orden de Isabel la Católica', 'Banda de Dama de la Orden de Isabel la Católica', 'Caballero gran cruz de la Orden de Isabel la Católica']]"
Estela de Carlotto,Premio recibido,"['Premio de Derechos Humanos de las Naciones Unidas', '100 Mujeres de la BBC', 'doctor honoris causa por la Universidad Autónoma de Barcelona', 'Doctor honoris causa de la Universidad de Buenos Aires']",Contesta la siguiente pregunta: ¿Qué premio recibió Estela de Carlotto?,"['Premio de Derechos Humanos de las Naciones Unidas', '100 Mujeres de la BBC', 'doctor honoris causa por la Universidad Autónoma de Barcelona', 'Doctor honoris causa de la Universidad de Buenos Aires']","['argentina', 'argentina', 'argentina', 'argentina']","[[], ['100 Mujeres de la BBC'], [], []]"
Eugenio Calabi,Premio recibido,"['Beca Guggenheim', 'miembro de la Sociedad Estadounidense de Matemática', 'Premio Leroy Steele']",Contesta la siguiente pregunta: ¿Qué premio recibió Eugenio Calabi?,"['Beca Guggenheim', 'miembro de la Sociedad Estadounidense de Matemática', 'Premio Leroy Steele']","['usa', 'usa', 'usa']","[['Guggenheim Fellowship'], [], ['Leroy P Steele Prize', 'Premio Leroy P Steele']]"
Eva Perón,Premio recibido,"['Orden de los Omeyas', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden de Orange-Nassau', 'Gran Cruz de la Orden del Cóndor de los Andes', 'Grand Cross of the National Order of Honor and Merit', 'Orden de la Cruz del Sur', 'Orden al Mérito de Duarte, Sánchez y Mella', 'Orden Mexicana del Águila Azteca', 'Orden del Cóndor de los Andes', 'Orden Nacional de Honor y Mérito', 'Orden El Sol del Perú', 'Orden del Libertador San Martín', 'Orden de Boyacá', 'Orden Nacional del Mérito', 'Orden Nacional al Mérito']",Contesta la siguiente pregunta: ¿Qué premio recibió Eva Perón?,"['Orden de los Omeyas', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden de Orange-Nassau', 'Gran Cruz de la Orden del Cóndor de los Andes', 'Grand Cross of the National Order of Honor and Merit', 'Orden de la Cruz del Sur', 'Orden al Mérito de Duarte, Sánchez y Mella', 'Orden Mexicana del Águila Azteca', 'Orden del Cóndor de los Andes', 'Orden Nacional de Honor y Mérito', 'Orden El Sol del Perú', 'Orden del Libertador San Martín', 'Orden de Boyacá', 'Orden Nacional del Mérito', 'Orden Nacional al Mérito']","['argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina', 'argentina']","[[], ['Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de Isabel la Católica'], [], ['Gran Cruz de la Orden del Cóndor de los Andes'], [], ['Gran Cruz de la Orden de la Cruz del Sur', 'Orden Imperial de la Cruz del Sur'], ['Orden al Merito Juan Pablo Duarte', 'Orden de Duarte, Sánchez y Mella', 'Orden del Merito de Duarte Sanchez y Mella', 'Orden del Merito de Duarte, Sánchez y Mella'], ['Orden del Aguila Azteca', 'Orden del Águila Azteca'], ['Orden del Cóndor de los Andes'], ['Orden Nacional de Honor y Mérito'], ['Orden El Sol del Perú'], ['Orden de San Martin', 'Orden del Libertador San Martin'], ['Cruz de Boyaca', 'Orden de Boyaca'], ['Condecoración', 'Orden Nacional del Merito'], ['Orden Nacional al Mérito']]"
Fabricio Oberto,Premio recibido,['Salón de la Fama FIBA'],Contesta la siguiente pregunta: ¿Qué premio recibió Fabricio Oberto?,['Salón de la Fama FIBA'],['argentina'],[['Salon de la Fama FIBA']]
Facundo Arana,Premio recibido,"['Premio Florencio', 'Anexo:Premio Martín Fierro al mejor actor de comedia']",Contesta la siguiente pregunta: ¿Qué premio recibió Facundo Arana?,"['Premio Florencio', 'Anexo:Premio Martín Fierro al mejor actor de comedia']","['argentina', 'argentina']","[[], []]"
Fander Falconí,Premio recibido,['Gran Cruz de la Orden El Sol del Perú'],Contesta la siguiente pregunta: ¿Qué premio recibió Fander Falconí?,['Gran Cruz de la Orden El Sol del Perú'],['ecuador'],"[['Gran Cruz de la Orden del Sol', 'Gran Cruz de la Orden El Sol del Peru']]"
Farciot Edouart,Premio recibido,"['Óscar científico o técnico', 'Óscar a la técnica', 'Óscar honorífico', 'Óscar científico y de ingeniería', 'Óscar a los mejores efectos especiales']",Contesta la siguiente pregunta: ¿Qué premio recibió Farciot Edouart?,"['Óscar científico o técnico', 'Óscar a la técnica', 'Óscar honorífico', 'Óscar científico y de ingeniería', 'Óscar a los mejores efectos especiales']","['usa', 'usa', 'usa', 'usa', 'usa']","[['Óscar científico o técnico', 'Premio al logro científico o tecnico de la Academy of Motion Picture Arts and Sciences'], ['Óscar a la técnica'], ['Óscar honorífico', 'Anexo:Oscar honorífico'], ['Óscar científico y de ingeniería'], []]"
Federico Franco,Premio recibido,['Orden Nacional del Mérito'],Contesta la siguiente pregunta: ¿Qué premio recibió Federico Franco?,['Orden Nacional del Mérito'],['paraguay'],"[['Condecoración', 'Orden Nacional del Merito']]"
Federico Gamboa,Premio recibido,"['Gran Cruz de la Orden Civil de Alfonso XII', 'doctorado honoris causa por la Universidad Nacional Autónoma de México']",Contesta la siguiente pregunta: ¿Qué premio recibió Federico Gamboa?,"['Gran Cruz de la Orden Civil de Alfonso XII', 'doctorado honoris causa por la Universidad Nacional Autónoma de México']","['mexico', 'mexico']","[['Gran Cruz de Alfonso XII'], ['doctorado honoris causa', 'honoris causa']]"
Felipe Alou,Premio recibido,['Canadian Baseball Hall of Fame'],Contesta la siguiente pregunta: ¿Qué premio recibió Felipe Alou?,['Canadian Baseball Hall of Fame'],['republica_dominicana'],[[]]
Felipe Calderón,Premio recibido,"['Caballero de la Orden del Elefante', 'Gran Cruz de la Orden del Baño', 'Orden de Dannebrog', 'Orden al Mérito de Chile', 'Campeones de la tierra', 'Orden de Belice', 'Orden del Quetzal', 'Orden de San Carlos', 'Orden Nacional José Matías Delgado', 'Collar de la Orden de Isabel la Católica', 'Gran Collar de la Orden Nacional de la Cruz del Sur', 'Collar de la Orden del Mérito Civil', 'Llave de Oro de Madrid']",Contesta la siguiente pregunta: ¿Qué premio recibió Felipe Calderón?,"['Caballero de la Orden del Elefante', 'Gran Cruz de la Orden del Baño', 'Orden de Dannebrog', 'Orden al Mérito de Chile', 'Campeones de la tierra', 'Orden de Belice', 'Orden del Quetzal', 'Orden de San Carlos', 'Orden Nacional José Matías Delgado', 'Collar de la Orden de Isabel la Católica', 'Gran Collar de la Orden Nacional de la Cruz del Sur', 'Collar de la Orden del Mérito Civil', 'Llave de Oro de Madrid']","['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']","[[], [], [], ['Orden al Mérito de Chile'], [], [], [], [], ['Orden Nacional José Matías Delgado', 'Orden Jose Matias Delgado', 'Orden Nacional Jose Matias Delgado'], ['Collar de la Orden de Isabel la Católica', 'collar de la Orden de Isabel la Católica'], [], ['Collar de la Orden del Mérito Civil'], ['Llave de Oro de Madrid', 'Llave de Oro de la Ciudad']]"
